"period","open","close"
"1","11.423999786377","11.678000450134"
"2","11.689999580383","11.539999961853"
"3","11.579999923706","11.465999603271"
"4","11.475999832153","11.0640001297"
"5","11.14999961853","11.055999755859"
"6","11.079999923706","11.017999649048"
"7","11","10.911999702454"
"8","10.784000396728","10.720000267029"
"9","10.729999542236","10.720000267029"
"10","10.710000038147","10.812000274658"
"11","10.869999885559","10.829999923706"
"12","10.802000045776","10.805999755859"
"13","10.862000465393","11.060000419617"
"14","11.020000457764","11.14999961853"
"15","11.109999656677","10.881999969482"
"16","10.810000419617","10.934000015259"
"17","10.977999687195","10.982000350952"
"18","10.970000267029","10.857999801636"
"19","10.770000457764","10.659999847412"
"20","10.765999794006","10.373999595642"
"21","10.380000114441","10.53600025177"
"22","10.468000411987","10.605999946594"
"23","10.715999603271","10.526000022888"
"24","10.541999816894","10.477999687195"
"25","10","9.7080001831055"
"26","9.8540000915527","9.9119997024536"
"27","9.7220001220703","9.7910003662109"
"28","9.9799995422363","10.020000457764"
"29","9.8940000534058","10.102000236511"
"30","10.220000267029","10.062000274658"
"31","10.14999961853","10.272000312805"
"32","10.380000114441","10.395999908447"
"33","10.352000236511","10.310000419617"
"34","10.324000358582","10.135999679565"
"35","10.114000320434","10.10000038147"
"36","10.144000053406","9.8850002288818"
"37","9.9300003051758","9.9940004348755"
"38","9.9849996566772","9.8199996948242"
"39","9.9300003051758","9.9980001449585"
"40","9.9169998168945","9.9429998397827"
"41","9.6899995803833","9.8420000076294"
"42","9.9799995422363","10.079999923706"
"43","10.088000297546","10.152000427246"
"44","10.178000450134","10.373999595642"
"45","10.295999526977","10.503999710083"
"46","10.529999732971","10.595999717712"
"47","10.553999900818","10.477999687195"
"48","10.432000160217","10.4359998703"
"49","10.456000328064","10.647999763489"
"50","10.699999809265","10.892000198364"
"51","10.89999961853","11.171999931335"
"52","11.029999732971","11.144000053406"
"53","10.960000038147","10.831999778747"
"54","10.85000038147","10.779999732971"
"55","10.755999565124","10.892000198364"
"56","10.984000205994","11.086000442505"
"57","11.086000442505","11.199999809265"
"58","11.180000305176","11.24199962616"
"59","11.204000473022","11.144000053406"
"60","11.199999809265","11.123999595642"
"61","11.065999984741","11.131999969482"
"62","11.074000358582","10.810000419617"
"63","10.689999580383","10.663999557495"
"64","10.605999946594","10.423999786377"
"65","10.343999862671","10.715999603271"
"66","10.789999961853","11.041999816894"
"67","10.868000030517","11.246000289917"
"68","11.244000434875","11.189999580383"
"69","11.244000434875","11.24199962616"
"70","11.28600025177","11.383999824524"
"71","11.376000404358","11.326000213623"
"72","11.326000213623","11.329999923706"
"73","11.420000076294","11.487999916077"
"74","11.548000335693","11.541999816894"
"75","11.571999549866","11.395999908447"
"76","11.619999885559","11.583999633789"
"77","11.548000335693","11.75"
"78","11.626000404358","11.868000030517"
"79","11.753999710083","11.668000221252"
"80","11.590000152588","11.626000404358"
"81","11.663999557495","11.934000015259"
"82","11.843999862671","11.869999885559"
"83","11.878000259399","11.734000205994"
"84","11.739999771118","11.619999885559"
"85","11.409999847412","11.468000411987"
"86","11.473999977112","11.366000175476"
"87","11.079999923706","11.329999923706"
"88","11.210000038147","11.593999862671"
"89","11.449999809265","11.626000404358"
"90","11.699999809265","11.862000465393"
"91","12","12.267999649048"
"92","12.307999610901","12.001999855042"
"93","11.930000305176","11.465999603271"
"94","11.449999809265","11.928000450134"
"95","12.048000335693","12.24199962616"
"96","12.24199962616","11.85000038147"
"97","11.795999526977","11.824000358582"
"98","11.699999809265","11.633999824524"
"99","11.635999679565","11.454000473022"
"100","11.35000038147","11.468000411987"
"101","11.60000038147","11.227999687195"
"102","11.336000442505","11.49199962616"
"103","11.60000038147","11.218000411987"
"104","11.25","11.630000114441"
"105","11.699999809265","11.678000450134"
"106","11.862000465393","12.069999694824"
"107","12.074000358582","11.989999771118"
"108","11.998000144958","12.163999557495"
"109","12.081999778747","11.904000282287"
"110","12","11.772000312805"
"111","11.89999961853","12.022000312805"
"112","11.921999931335","11.923999786377"
"113","11.800000190735","11.944999694824"
"114","12","11.880000114441"
"115","11.989999771118","12.189999580383"
"116","12.300000190735","12.300000190735"
"117","12.300000190735","12.220000267029"
"118","12.35000038147","12.829999923706"
"119","12.800000190735","12.805000305176"
"120","12.680000305176","13.234999656677"
"121","13.244999885559","13.534999847412"
"122","13.64999961853","13.770000457764"
"123","13.795000076294","13.645000457764"
"124","13.685000419617","13.630000114441"
"125","13.64999961853","13.675000190735"
"126","13.529999732971","13.194999694824"
"127","12.835000038147","12.604999542236"
"128","12.77499961853","12.664999961853"
"129","12.595000267029","12.909999847412"
