"period","High","low"
"682","23.079999923706","22.709999084473"
"683","22.889999389648","22.469999313354"
"684","22.950000762939","22.479999542236"
"685","23.239999771118","23.049999237061"
"686","23.280000686646","23.090000152588"
"687","23.459999084473","23.190000534058"
"688","23.479999542236","22.85000038147"
"689","23.209999084473","22.959999084473"
"690","23.420000076294","22.969999313354"
"691","23.229999542236","22.950000762939"
"692","23.430000305176","23.129999160767"
"693","23.379999160767","22.930000305176"
"694","23.180000305176","22.870000839233"
"695","23.420000076294","23.020000457764"
"696","23.870000839233","23.329999923706"
"697","23.989999771118","23.760000228882"
"698","24.229999542236","23.780000686646"
"699","24.299999237061","23.930000305176"
"700","24.239999771118","24.020000457764"
"701","24.25","23.719999313354"
"702","23.809999465942","23.510000228882"
"703","23.690000534058","23.469999313354"
"704","23.879999160767","23.530000686646"
"705","24.5","23.989999771118"
"706","24.059999465942","23.819999694824"
"707","23.879999160767","23.620000839233"
"708","23.819999694824","23.520000457764"
"709","23.670000076294","23.079999923706"
"710","23.420000076294","23.040000915527"
"711","23.479999542236","23.329999923706"
"712","24.049999237061","23.489999771118"
"713","24.540000915527","24.030000686646"
"714","24.930000305176","24.469999313354"
"715","24.700000762939","24.340000152588"
"716","25.049999237061","24.489999771118"
"717","25.040000915527","24.840000152588"
"718","25.120000839233","24.85000038147"
"719","25.64999961853","25.10000038147"
"720","26.069999694824","25.709999084473"
"721","26.069999694824","25.559999465942"
"722","25.799999237061","25.370000839233"
"723","25.969999313354","25.549999237061"
"724","25.819999694824","25.549999237061"
"725","26.190000534058","25.489999771118"
"726","26.530000686646","26.090000152588"
"727","26.39999961853","26.10000038147"
"728","27.299999237061","25.969999313354"
"729","28.809999465942","26.729999542236"
"730","28.049999237061","26.790000915527"
"731","27.450000762939","26.879999160767"
"732","27.200000762939","26.700000762939"
"733","27.14999961853","26.809999465942"
"734","27.280000686646","26.89999961853"
"735","27.35000038147","26.950000762939"
"736","27.25","26.819999694824"
"737","26.680000305176","26.020000457764"
"738","25.700000762939","25.260000228882"
"739","25.790000915527","25.370000839233"
"740","25.940000534058","25.489999771118"
"741","25.579999923706","25.389999389648"
"742","25.629999160767","25.25"
"743","25.520000457764","24.829999923706"
"744","25.010000228882","24.25"
"745","25.430000305176","24.969999313354"
"746","25.280000686646","24.719999313354"
"747","24.60000038147","24.120000839233"
"748","24.989999771118","24.14999961853"
"749","24.180000305176","23.60000038147"
"750","24.739999771118","23.739999771118"
"751","24.60000038147","24.10000038147"
"752","24.85000038147","24.409999847412"
"753","24.629999160767","24.159999847412"
"754","24.450000762939","23.989999771118"
"755","24.959999084473","24.120000839233"
"756","24.950000762939","24.520000457764"
"757","24.989999771118","24.530000686646"
"758","25.479999542236","25.020000457764"
"759","25.729999542236","25.299999237061"
"760","25.5","25.030000686646"
"761","25.430000305176","25.069999694824"
"762","25.739999771118","25.190000534058"
"763","25.159999847412","24.340000152588"
"764","24.780000686646","24.360000610351"
"765","25.14999961853","24.5"
"766","24.979999542236","24.420000076294"
"767","24.659999847412","24.110000610351"
"768","24.950000762939","24.549999237061"
"769","25.200000762939","24.729999542236"
"770","25.739999771118","24.89999961853"
"771","26.030000686646","25.479999542236"
"772","26.069999694824","25.809999465942"
"773","25.969999313354","25.510000228882"
"774","26.139999389648","25.89999961853"
"775","26.39999961853","25.510000228882"
"776","25.450000762939","25.129999160767"
"777","25.379999160767","25.010000228882"
"778","25.5","25.069999694824"
"779","25.700000762939","25.319999694824"
"780","26","25.479999542236"
"781","25.760000228882","25.35000038147"
"782","25.790000915527","25.25"
"783","25.5","25.030000686646"
"784","25.319999694824","24.879999160767"
"785","25.379999160767","24.909999847412"
"786","25.409999847412","25.090000152588"
"787","25.549999237061","25.10000038147"
"788","25.39999961853","25.090000152588"
"789","25.60000038147","25.020000457764"
"790","25","24.450000762939"
"791","24.920000076294","24.459999084473"
"792","25.159999847412","24.719999313354"
"793","25","24.760000228882"
